,CP,f1,f2,f3,f4,f5,f6,f7,f8,F5,F6,yr2,yr3,yr4,yr5
5/1/1977,1.2848,1.0725,0.017345,0.45931,0.65242,-0.95601,0.32427,0.19803,-0.27534,-1.1738,-1.1704,2.14399608,3.380213322,4.476149892,4.831053749
6/1/1977,0.59135,0.96255,-0.057255,-0.18078,0.68857,-0.049083,-0.42161,-0.32736,0.73616,-0.3889,-0.2976,1.880656027,3.024631787,4.564868087,5.117294773
7/1/1977,0.15853,0.81415,-0.13377,-0.61103,0.67143,-0.70819,0.21497,0.24751,-0.30979,-1.0522,-0.8905,1.170588524,1.950282141,3.080054327,3.184789341
8/1/1977,0.44072,0.60531,0.36631,-0.0055143,0.62437,-1.2714,-0.045087,0.09049,0.39067,-0.0606,-0.4008,0.895197696,1.203722188,2.256733765,2.940158296
9/1/1977,-0.016618,0.75583,0.31713,-0.29555,0.62409,-0.42576,-0.018913,0.27167,0.10432,-0.5638,-0.8564,0.24422874,0.590023233,0.818194068,1.762889317
10/1/1977,0.5837,0.89654,0.23996,-0.26258,0.15356,-0.94169,-0.53795,0.15194,0.43326,-0.2415,-0.4576,-0.293430187,-0.766152556,-0.90461347,-0.63883025
11/1/1977,0.3697,0.77606,0.23493,-1.4057,0.54183,-0.51428,-0.26496,0.20456,-0.015227,-0.8406,-1.0473,-0.888881966,-2.0689838,-2.629630214,-3.146479974
12/1/1977,-0.041861,1.2197,-0.28409,0.13902,1.0322,-0.71657,0.059128,0.33908,0.36537,-1.1328,-0.8146,-1.000961301,-1.8891408,-3.186731788,-3.621530821
1/1/1978,0.5465,-0.48818,1.5375,-1.3855,0.91142,-2.7298,1.0648,-0.93012,0.19927,1.2056,-0.3072,-0.503859001,-0.796791872,-0.95222205,-1.962316761
2/1/1978,0.92769,0.96183,-0.032955,0.47534,0.39197,0.015994,-0.89988,-0.084385,0.47179,-0.3034,-0.2442,-0.615406141,-1.064468559,-1.099297053,-1.716381357
3/1/1978,1.5957,1.6885,-0.21906,-0.39318,-0.19748,1.0951,-1.0679,0.23139,1.3658,-0.1807,0.0722,-0.681726465,-1.404620371,-1.59245245,-2.0801093
4/1/1978,0.9741,2.1051,-0.30109,-0.62848,0.34752,0.94171,-0.84894,1.2711,-1.1306,-2.5872,-2.267,-0.784255234,-1.728608593,-1.886217841,-2.590640276
5/1/1978,-0.51303,0.83585,0.59965,-0.44289,0.76694,-0.88153,-0.07646,0.34128,-1.8946,-2.3252,-2.9203,-1.24550105,-2.522913171,-2.955192965,-3.71911652
6/1/1978,0.48743,1.4113,0.43788,-0.489,0.89135,-0.54533,-0.48963,0.25441,0.28287,-1.4307,-1.8432,-1.853548218,-3.678336233,-4.676034038,-5.757119427
7/1/1978,0.14434,0.3168,0.8141,-0.18362,1.554,-1.4834,-0.15249,-0.28413,0.67304,0.065,-0.716,-1.425316121,-3.140243613,-3.743341171,-4.421037725
8/1/1978,-0.71495,0.90264,-0.24387,-0.61375,1.6983,0.20386,-0.67755,0.55108,-1.3463,-2.5589,-2.2871,-1.527997145,-2.899308402,-3.67154855,-4.728602742
9/1/1978,-1.5905,0.72322,0.84769,-0.93974,-0.12479,-0.76162,-0.35124,0.65021,0.17461,-0.1523,-0.9848,-1.637828259,-2.973202726,-3.678598586,-4.600198741
10/1/1978,1.0314,1.2524,1.0413,-0.15576,0.37367,-0.55747,-0.75697,0.069809,0.20197,-0.9747,-2.0042,-2.248763379,-3.876239305,-5.111731949,-6.402855715
11/1/1978,-2.4847,1.3604,1.8518,0.71592,0.59848,-0.66443,0.31859,0.27163,0.86335,-0.5499,-2.396,-2.402932234,-4.04551117,-4.777085983,-5.394772955
12/1/1978,-2.5253,0.82225,0.98079,0.17395,0.64951,-0.35867,-0.64086,0.26626,0.096207,-0.597,-1.5636,-2.832137811,-4.621533208,-5.649684186,-5.977576624
1/1/1979,-4.3573,0.033721,1.2338,-0.82683,0.05035,-0.32405,-0.17664,-0.24571,-1.6446,-0.4984,-1.7328,-2.199456352,-3.593574289,-3.690895266,-3.957285085
2/1/1979,-4.9737,0.28474,1.0306,-0.34363,0.27399,0.18706,-0.25183,-0.097343,-0.097384,0.2249,-0.7918,-2.201944806,-3.670223028,-3.584226577,-4.62069615
3/1/1979,-2.8627,0.85972,0.47602,-0.25495,0.38216,0.4697,-0.84538,1.213,-0.043582,-0.6843,-1.1417,-1.652503028,-3.115631584,-3.285019206,-4.086020716
4/1/1979,-3.2003,-1.1064,1.6028,-1.3836,1.218,-1.8757,0.42426,-0.42539,-1.2018,0.8543,-0.7316,-1.902589512,-3.33119602,-3.569498331,-4.1931666
5/1/1979,-2.8965,1.1465,0.56954,0.63106,-0.23987,0.4757,-1.5103,0.4902,0.90133,0.1769,-0.3765,-1.510219874,-2.385272543,-2.117465235,-2.388166279
6/1/1979,-0.60378,0.020794,0.97117,-0.70792,1.8988,0.5947,0.02726,0.83589,0.59891,0.2191,-0.7146,-0.725712302,-0.546501291,-0.552867842,-0.606184505
7/1/1979,-1.7664,-0.3193,1.2806,-0.71532,1.0367,-0.30941,-0.51476,0.41756,0.078101,0.8848,-0.3717,-0.914362866,-1.397264572,-1.586871759,-1.657663426
8/1/1979,-1.6098,-0.89273,1.1195,0.24345,0.5861,-0.81972,-1.7424,0.95992,-1.9441,0.655,-0.4608,-1.783937022,-2.871172377,-3.222471523,-3.490013823
9/1/1979,-3.0272,0.25223,1.0986,0.39966,-0.63843,-0.79436,-0.91045,1.3488,-0.39204,0.7065,-0.3919,-2.299323705,-3.368614014,-3.97372466,-4.034942034
10/1/1979,-2.5906,0.17467,3.1208,1.4825,-1.2644,-1.4872,-0.36081,1.6567,-0.2421,1.5053,-1.6481,-3.465223586,-5.59616798,-7.167667921,-9.183058399
11/1/1979,-6.0463,-0.50103,1.7039,0.5773,-0.57295,-0.22966,-0.39154,0.49001,-0.49072,1.8959,0.1885,-2.348583141,-5.044891376,-5.442263085,-6.918255748
12/1/1979,-2.2939,-0.63842,0.94185,-0.21812,0.31228,1.3486,-0.79111,1.6198,-0.047349,1.8071,0.8864,-2.046944535,-3.735517823,-4.905421255,-5.534671686
1/1/1980,-2.9373,-0.36377,1.5187,-0.75202,-1.0491,1.4483,-1.4742,1.1611,-0.50744,1.6874,0.168,-2.658485105,-5.738870033,-7.292966542,-9.055937365
2/1/1980,1.3923,-0.28872,2.0467,1.9682,-1.5383,-1.7897,0.6086,1.0702,-1.7806,1.3556,-0.7252,-5.067263531,-10.14118328,-13.54502133,-15.43342909
3/1/1980,-8.078,-0.92121,4.3213,1.993,-3.0448,-1.4367,0.27362,0.19537,1.0834,5.4019,1.0347,-5.594944081,-10.42567076,-12.85336693,-14.12588619
4/1/1980,-3.0604,-4.0876,2.4135,1.223,3.5052,2.6182,-0.46142,0.45399,1.7693,-1.142,-3.5517,-0.874596117,-3.267598629,-3.932837378,-4.553528625
5/1/1980,0.64691,-4.7859,-1.7176,-3.2766,3.9941,4.112,-0.96154,-0.94412,1.2236,-6.7405,-4.981,0.403090144,-0.710185462,-1.604612999,-3.327923839
6/1/1980,1.7831,-2.6225,-1.2366,-0.75752,0.70952,1.411,-0.79489,2.1665,-1.2942,1.6478,2.9249,-0.058249129,-1.01607881,-2.250032044,-4.042800942
7/1/1980,0.60901,-1.5954,-0.76866,1.4055,-1.2362,-0.96919,-1.2896,1.8146,-0.83471,3.5278,4.3158,-0.225028299,-1.980425233,-3.773052575,-5.422708724
8/1/1980,1.0517,0.45198,0.25608,0.4272,-2.9989,-0.96602,0.079317,1.5683,-1.4539,0.9048,0.6294,-1.979512376,-4.665902257,-7.583255653,-10.4820443
9/1/1980,1.1926,0.94685,-0.24449,1.3271,-2.1932,-0.31661,-0.86226,1.8169,-0.49154,0.6003,0.8405,-2.79980529,-5.510360351,-8.463425868,-11.53904702
10/1/1980,-2.6349,0.96784,0.45691,1.4033,-1.406,0.34732,-0.70927,1.9573,-0.88801,-0.1664,-0.6338,-2.098955067,-3.755554184,-6.146530171,-7.722307044
11/1/1980,-4.2965,1.0974,2.1315,1.6039,-2.3684,-0.20097,0.14333,3.0446,-1.555,-0.2642,-2.4422,-3.41542129,-6.990685903,-9.83374961,-11.4410015
12/1/1980,-1.7838,0.1938,3.3712,2.0139,-0.79395,0.61956,-1.6863,2.1115,-0.18281,1.3476,-2.0572,-2.296324263,-4.819350833,-6.618606054,-9.285900341
1/1/1981,-3.9304,-1.1778,2.5402,-0.89255,1.0155,2.8935,-2.5434,1.9365,0.076506,2.1272,-0.3998,-2.365085243,-4.360397965,-5.600383772,-7.422607249
2/1/1981,0.2548,-0.77951,1.6051,0.14251,-0.93602,0.42161,0.61022,0.7957,0.38827,3.1306,1.5314,-1.069058386,-0.978277537,-3.322025652,-5.610142058
3/1/1981,0.61351,-0.49649,-0.13978,0.53051,1.13,1.8158,0.2383,1.0618,-0.26346,1.0872,1.2625,0.481790582,-1.073666803,-3.663807704,-4.62558689
4/1/1981,-0.27889,-0.10014,1.1946,1.5121,-0.43107,-0.050487,0.51098,2.1092,-1.0926,0.8528,-0.3495,-3.859305569,-8.380202521,-11.62818544,-15.07318364
5/1/1981,1.0592,0.097381,3.183,2.4295,-2.7511,0.0092625,-1.3597,0.86862,-0.54303,2.4224,-0.8121,-5.386142126,-8.925044577,-11.94084942,-14.11118503
6/1/1981,5.3613,-1.3056,2.1155,-0.095746,0.75805,4.1575,-1.0899,2.1774,-0.30274,2.2698,0.1643,-4.635683623,-9.082274665,-12.23805883,-16.44197323
7/1/1981,-0.023014,-0.38994,2.8919,0.92219,-1.8893,2.167,-0.23666,2.4431,-0.4443,2.5607,-0.3619,-5.294356401,-9.943875863,-13.19297444,-15.80128376
8/1/1981,2.7777,-1.0867,1.5615,1.8284,-1.1972,0.7941,0.25548,0.95032,-0.90245,3.0152,1.441,-4.562744756,-8.597792394,-13.0300538,-14.23088184
9/1/1981,11.781,-1.868,1.1933,-0.062525,-0.76187,0.11004,0.95647,-1.4668,2.9266,6.0345,4.8791,-3.775009762,-8.208774487,-11.92464006,-17.5483159
10/1/1981,4.2073,-2.2033,-0.15953,0.9548,0.86154,1.418,1.3632,-0.46388,0.92071,3.7951,3.9993,-1.750618429,-3.892710238,-6.728260134,-8.871781077
11/1/1981,10.765,-3.0935,-1.168,-1.606,1.8745,4.1168,-0.4128,-1.0189,1.1449,2.0339,3.2694,1.042432571,1.164355894,-1.66120894,-0.333522701
12/1/1981,6.5159,-2.581,-0.027825,0.64655,-0.96642,-0.55141,1.2689,0.331,-0.26036,3.6861,3.7297,-0.927728606,-3.299477123,-5.334640942,-7.646465205
1/1/1982,5.6995,-2.4439,1.116,1.3172,-3.5142,-2.9137,0.43993,-0.11202,-0.9233,4.8433,3.7006,-1.979136944,-3.621807831,-5.884463053,-7.321022869
2/1/1982,2.586,-0.17197,-0.35313,3.4261,-3.3228,2.7993,-1.0054,1.1304,2.331,5.5966,5.961,-1.436558505,-1.821532435,-2.528663716,-3.280547956
3/1/1982,6.9775,-2.2407,-0.17996,0.80811,0.15432,1.6278,0.35377,1.0267,0.96489,4.1975,4.4174,-1.01748491,-2.345740878,-3.30116957,-3.980022613
4/1/1982,3.5496,-2.1022,0.013333,0.5106,-1.5355,1.1686,-0.021297,1.7352,-1.5754,3.165,3.1546,0.704693461,-0.158762675,0.837875055,1.044325413
5/1/1982,3.6598,-1.6791,0.0019139,-1.4218,-1.8806,1.8221,-1.4949,0.87219,0.33066,4.3333,4.3576,0.493411498,0.13163119,-0.438747884,-1.238364927
6/1/1982,1.2625,-1.8308,1.0083,0.65976,-3.5133,-0.25882,0.52993,0.40304,0.84712,6.1161,5.1041,0.106844286,-1.370037369,-1.285978396,-3.077998431
7/1/1982,0.67709,-1.9207,-1.3974,1.6944,0.23855,0.43846,-0.1929,-0.020083,1.4115,4.6384,6.0934,2.642593793,2.274352229,2.931107993,3.584844365
8/1/1982,7.3449,-2.5326,-2.2706,-0.11869,1.5194,1.59,1.3747,-0.28798,0.93807,3.0942,5.4431,4.232385901,7.631265033,7.348132224,8.189457301
9/1/1982,2.2012,-1.903,-2.0064,0.19481,-0.14501,1.2673,-1.0671,0.81166,-2.4046,1.6461,3.6867,5.548748184,9.227219559,14.3810802,15.05040154
10/1/1982,5.9486,-2.5148,-1.5627,-1.5917,-0.31149,1.5992,-1.5082,0.59933,-1.85,1.7375,3.336,4.776557851,8.520044191,11.79201672,16.49133142
11/1/1982,7.5673,-1.6705,-1.5448,1.0056,-0.043839,-0.015092,-0.78065,1.6436,-0.2028,3.3151,4.9058,2.890604548,7.130795882,7.453979644,7.476586648
12/1/1982,6.3746,-1.1388,-1.1681,0.31849,0.18959,-0.58963,-0.22535,1.4306,0.47489,3.0759,4.2952,5.011421163,8.998426333,11.83179323,13.68784594
1/1/1983,2.7372,0.65851,-1.9711,-0.61257,-1.4762,1.853,-0.93764,2.4724,0.75115,1.2168,3.2314,4.602496448,8.871333287,11.51027608,14.51533286
2/1/1983,4.4678,-0.53593,-0.53033,0.13156,-0.18965,-1.8633,1.0431,1.3585,-0.85022,1.377,1.9336,5.232062173,8.709053869,11.99729223,13.69948549
3/1/1983,0.36106,0.34729,-1.2623,0.44953,-0.94103,0.41875,-1.3769,0.75513,-1.1191,0.1696,1.4518,4.869281308,8.621818407,11.97864351,14.24654431
4/1/1983,1.8598,0.77771,-0.67256,-1.2802,-1.494,1.4904,-1.3183,0.06675,-0.17502,0.2137,0.9072,5.023013985,8.47301647,11.13811215,13.43396887
5/1/1983,1.9518,0.69023,-1.2156,0.49653,0.27635,0.32051,-0.17538,1.5484,-0.45819,-0.5556,0.6929,4.032568444,7.233962866,9.560396504,11.58668977
6/1/1983,0.53983,1.1731,-0.28333,1.0102,-0.656,-0.75648,-0.65405,0.66751,-0.64079,-0.7345,-0.4432,4.765396875,8.569408591,10.85294181,14.50173709
7/1/1983,3.5039,1.7055,-0.18552,0.12981,-0.77458,-0.1793,0.18944,0.77049,-0.41448,-1.1362,-0.94,3.142462164,5.361429609,6.030052101,8.134585717
8/1/1983,2.6824,0.72039,0.2765,0.12607,-0.48648,-1.2967,0.085023,-0.27735,1.2751,1.0966,0.8451,1.715546315,3.526061841,5.152300196,4.695003092
9/1/1983,0.56827,1.9621,-0.65177,0.04846,0.70009,1.855,0.084219,-0.022694,-0.42364,-2.1035,-1.4224,2.060652071,2.749384386,2.362635738,3.771335953
10/1/1983,5.0799,1.0924,-0.58756,-0.47381,0.80405,0.41402,0.14365,0.81312,0.15772,-1.1216,-0.497,0.968678014,1.590109948,-0.574714646,-1.849975826
11/1/1983,5.1836,1.0756,0.19329,0.099079,0.36266,-0.54108,0.1647,-0.22503,-0.42644,-1.1946,-1.3716,0.538501521,0.519108243,1.208966482,-1.268608371
12/1/1983,3.1207,1.2666,0.043808,0.23432,0.21662,-0.45251,0.63305,8.12E-05,-0.40958,-1.3002,-1.328,0.240568295,-0.053148366,-0.120904156,-1.831726272
1/1/1984,2.9784,1.7123,-0.56969,-1.0433,-0.63651,1.4887,-0.57094,0.81571,-0.1491,-1.2277,-0.6343,0.467843921,0.673438291,-0.494077021,-0.135741029
2/1/1984,4.0266,1.3981,0.58796,-0.5278,1.6633,-0.83014,0.21693,-0.51905,1.7195,-0.7598,-1.305,-0.100490738,-1.347342516,-1.747401237,-3.53511213
3/1/1984,4.2456,0.91368,0.36109,0.53767,0.0609,-1.0558,0.58735,-0.018403,-0.062478,-0.4484,-0.7957,-0.416609892,-1.647046574,-3.956401767,-4.666317785
4/1/1984,3.2376,1.0324,0.4447,0.027226,0.084942,-0.46298,0.11032,-0.12877,-0.22112,-0.8366,-1.2682,-0.907978991,-3.105110274,-5.035957608,-6.680782626
5/1/1984,3.6227,0.94844,0.23937,0.86107,-0.22592,-1.7713,0.50325,-0.07784,-0.61186,-0.6968,-0.9295,-1.537410622,-4.355783906,-6.705704497,-8.919608124
6/1/1984,5.7975,0.95182,0.41512,-0.075986,0.35829,-0.9149,0.52193,0.30391,0.36521,-0.4526,-0.8461,-1.241369494,-4.441896629,-7.076326317,-8.510870932
7/1/1984,2.8842,0.43607,0.4516,0.1302,-0.21228,-0.14424,-0.66497,-0.81475,-0.012792,0.401,-0.0355,-0.364249488,-1.794598659,-1.565593043,-2.172460305
8/1/1984,3.1684,-0.15423,-0.1904,-0.51007,1.1712,0.70422,-0.43542,-0.0038106,-1.5659,-0.6963,-0.4789,-0.350585985,-1.223020016,-1.029241547,-1.15308156
9/1/1984,4.4069,-0.098868,0.047333,-0.5389,0.69151,0.076737,0.84274,1.0408,-1.031,-0.1123,-0.135,-0.156793061,-1.146736034,-2.309434221,-1.679620804
10/1/1984,4.7576,-0.042177,-0.61321,-0.7212,0.60061,0.55664,0.033877,-0.66025,0.7329,1.1649,1.8264,1.022891795,1.143547767,1.448870206,1.758485568
11/1/1984,5.9709,0.21827,-1.3507,-0.7134,1.7133,1.0857,-0.189,0.68266,0.061244,-0.4261,0.9834,1.659080395,1.892360842,2.89551738,1.993157909
12/1/1984,4.5796,-0.030947,-0.89787,-0.061721,0.24716,-0.1201,0.28928,0.073764,0.8387,1.5476,2.4926,2.241538364,2.862422427,3.714747486,4.404717123
1/1/1985,6.5253,-0.19438,-0.59542,-0.74555,0.21932,-0.57964,-0.78913,-0.15921,-1.5098,-0.0869,0.5345,2.303263925,2.887763252,3.875757914,4.065277757
2/1/1985,6.2324,0.013428,-0.53007,-0.40004,-1.3167,-0.84425,-0.50618,0.54267,-1.5878,0.4341,0.9733,1.880995053,2.271540385,3.030763172,2.511644442
3/1/1985,6.8398,0.56238,-0.41296,0.55528,-0.30826,-1.6625,-0.46439,-0.1592,0.49846,0.7217,1.1619,2.380413325,3.651597649,4.967075706,5.012303563
4/1/1985,6.4653,-0.48012,-1.213,-1.0598,1.7147,-0.70022,-0.12048,-0.097817,1.0201,1.426,2.7105,3.538057921,5.0766849,6.853409519,7.874383822
5/1/1985,6.6096,-0.038034,-1.4096,-0.28456,1.186,0.3442,-0.81013,0.1061,0.0099881,0.349,1.8133,5.301513124,9.433353305,12.94668347,16.26436983
6/1/1985,7.7202,-0.47643,-1.2535,-1.2982,1.1438,0.45965,0.01986,0.56139,0.29905,1.147,2.4624,5.967889814,10.26136707,13.22615445,16.29795435
7/1/1985,8.6885,-0.44009,-0.37298,-0.50524,0.76337,-1.4532,-0.71542,0.092815,-0.059532,1.1724,1.5865,4.747732391,7.714025682,9.623768014,11.07336166
8/1/1985,6.436,0.4267,-0.65773,0.084901,0.20193,-0.49473,-0.67207,0.78138,0.89435,0.8699,1.5683,4.541752184,7.324133122,10.21533203,11.66420344
9/1/1985,5.1135,0.21981,-0.48868,-0.13225,-0.28847,-0.6859,-1.0552,0.47519,0.41624,1.087,1.6081,4.39410565,7.278364677,9.867487582,11.14526034
10/1/1985,3.6899,-0.22019,-0.039911,-1.9487,0.75503,-0.91394,-0.28506,0.0074838,0.69773,1.1304,1.2184,3.753644208,6.078988887,8.076388386,9.030039577
11/1/1985,2.6354,0.11881,-0.91573,-0.81765,0.54863,0.28444,-0.85681,0.566,-0.58156,-0.1083,0.8466,3.285658678,5.727839077,8.727679238,9.776988135
12/1/1985,1.6089,0.17695,-0.74866,-0.3298,0.85398,0.6242,-0.64641,1.5544,-0.60106,-0.3071,0.4786,3.075837195,6.436243882,9.107532858,12.0997568
1/1/1986,2.2393,0.57364,-0.59056,0.64828,0.57019,0.038356,-1.596,0.67388,0.80337,0.4559,1.0854,2.940534058,5.829577492,8.713843771,10.23218667
2/1/1986,0.37587,-0.86221,-0.66818,0.81533,2.7568,-1.1965,-0.3112,0.77461,-0.14787,0.8627,1.5881,3.742701968,7.592672458,12.20947939,15.32348889
3/1/1986,0.94084,-0.47433,-1.0478,-0.38197,2.8111,0.21634,-0.35369,1.1227,-0.88639,-0.5483,0.5581,4.052231114,8.72360363,13.69888529,16.88863222
4/1/1986,2.1587,0.080378,-0.83882,-1.6008,0.68714,0.34264,-1.5177,0.84355,-0.089188,0.1148,1.0007,4.111952403,8.299434805,12.5369583,15.86749705
5/1/1986,3.534,0.11049,0.28431,-2.9243,-1.4107,-0.88372,-0.59758,0.89533,0.061913,1.1311,0.8693,2.597303319,4.985473564,7.900864417,8.43190597
6/1/1986,2.9762,-0.28826,-0.34187,-0.41661,-0.47913,-1.1133,-1.3447,0.75454,-0.43747,1.3522,1.72,3.072721428,6.517162787,9.543186549,11.09255438
7/1/1986,2.5655,0.21417,-0.80464,0.64219,2.1902,0.13086,-0.054614,0.97242,1.1552,0.3967,1.2615,3.320558811,7.324068346,10.74342452,12.7692355
8/1/1986,2.7817,0.0080107,-0.4442,-1.1827,0.39739,-0.27477,-0.82039,0.3484,0.10989,0.632,1.1166,4.197184458,7.744339681,11.92808425,14.36069789
9/1/1986,2.5506,0.34239,-0.45099,-0.7167,-0.48965,-0.077612,-1.5034,0.27023,0.41539,0.8886,1.3715,3.565865412,6.842801648,10.43344929,12.40506709
10/1/1986,1.0847,-0.057164,-0.065873,0.19096,0.76279,-0.99552,0.65265,0.19855,0.46553,1.0586,1.1612,3.644153542,6.603236985,9.885632358,12.61148089
11/1/1986,1.2301,0.15962,-0.26823,-0.30727,-0.23745,0.0014654,-0.18479,0.75245,-0.53525,0.3971,0.6881,3.183223774,5.839432082,9.216599973,11.73599729
12/1/1986,-1.1585,0.61894,-0.51477,-0.33625,0.014378,0.59083,-1.1392,2.5206,0.35912,0.1803,0.7282,2.165202387,4.407432082,6.742308178,9.09399063
1/1/1987,1.4895,-0.51554,0.78436,-2.493,0.71193,-0.8917,-0.81616,-1.4098,-0.65182,0.508,-0.2469,2.167271457,4.683508763,6.93813009,9.013387692
2/1/1987,0.65423,1.1694,-1.2489,1.2652,0.20867,0.74632,-1.5526,0.69512,-0.63075,-1.1674,0.1076,1.74410404,3.245491012,4.80994638,6.195135654
3/1/1987,-0.17637,0.31216,-0.31659,-0.058718,0.92278,-0.44824,-0.13695,0.21785,-1.1802,-0.9701,-0.6284,0.681774524,1.561021422,2.250222392,2.671966455
4/1/1987,2.8852,0.64905,0.48946,-0.81749,-0.26098,-0.98648,0.65913,0.45091,0.022495,-0.0562,-0.5285,0.070459986,0.435862949,-0.142882467,-0.53700704
5/1/1987,2.2446,0.74265,0.42153,0.81243,-0.13939,-0.8273,0.040667,-0.18696,0.48033,0.3798,-0.0257,0.690577653,0.864619666,1.766868864,1.612305464
6/1/1987,1.5258,0.39156,-0.13085,-0.28113,-0.25766,0.32894,-0.77586,-0.41672,-0.79132,-0.1729,-0.0251,0.304329679,0.240851791,0.470929834,-0.187967223
7/1/1987,2.7529,0.71786,-0.31547,0.36788,0.43197,0.31074,0.1144,-0.04099,-0.89306,-1.0436,-0.7086,-0.196452209,-0.032732563,-1.023491873,-1.188343044
8/1/1987,2.7892,0.62982,-0.095406,-0.61512,-0.57446,-0.23765,0.23637,0.48796,-1.3538,-0.8691,-0.7648,-0.808851124,-2.139568865,-3.721700014,-5.406452456
9/1/1987,3.564,0.56129,0.55793,0.43712,0.11711,-1.6213,0.5177,-0.15203,0.73091,0.6389,0.1021,-1.062459269,-2.537895895,-3.620824849,-5.479902465
10/1/1987,5.3205,1.2656,0.69542,0.2994,-0.045526,0.33756,1.3894,-0.63683,3.4124,1.7988,1.1428,-0.062606839,-1.358686033,-2.600951786,-3.683018365
11/1/1987,3.1634,0.41602,0.038808,-0.73189,1.3894,0.17807,0.0094286,-1.9395,4.0909,2.5208,2.5556,-0.389160735,-1.780467393,-3.125811612,-5.077072986
12/1/1987,1.267,0.55144,-0.039451,0.4596,0.66024,-0.18858,0.52372,-0.97425,0.3939,0.0911,0.1606,-0.709368806,-1.819901864,-3.1750726,-3.960951397
1/1/1988,1.7821,-0.2374,0.02884,-1.0225,0.043831,0.68738,1.3525,-0.15996,-1.7995,-0.1872,-0.2005,-0.233996609,-0.843875385,-1.393079159,-2.522907222
2/1/1988,1.383,0.49476,-0.58223,0.32122,1.1319,1.3168,-0.39263,-0.49911,-0.55541,-0.8405,-0.2252,-0.028473318,-0.629220372,-1.103180312,-1.920499206
3/1/1988,1.2673,0.35123,-0.26832,-0.82625,-0.14857,-0.096487,-0.69951,-0.34772,-0.78304,-0.2607,0.0297,-0.128748982,-0.637499961,-1.416135734,-2.029155258
4/1/1988,2.4742,0.71388,0.60408,-0.99543,-0.46721,-0.35946,0.56436,-0.40981,0.45442,0.2613,-0.3246,0.549830324,0.637451389,0.547937669,-0.156569582
5/1/1988,1.7692,0.035729,0.31192,1.2024,0.2357,-1.1362,0.71458,-0.12305,0.53081,1.433,1.1447,0.461367585,0.360445363,0.145993137,-0.588676756
6/1/1988,1.0712,0.60754,0.24541,-0.51156,0.027355,0.27168,-0.28003,-0.65088,-2.0776,-1.7136,-1.9562,0.364717594,0.349346713,0.375730321,0.485351525
7/1/1988,1.297,0.19817,0.78131,0.07912,-0.53721,-0.44055,0.28347,-0.27806,-0.54806,0.5623,-0.2137,0.127133454,0.043356931,-0.147472222,-0.320847213
8/1/1988,1.3056,0.15208,0.41385,1.1297,-0.097139,-0.69655,0.1346,-0.24259,0.43298,1.3352,0.9396,0.19182885,0.171111279,0.096392536,-0.084386284
9/1/1988,1.0386,0.062318,0.28645,-0.63663,0.2004,0.25137,-0.18404,-0.52097,-0.040625,0.6346,0.3739,1.02465366,1.880356614,3.066634608,3.965415453
10/1/1988,0.43864,0.43767,-0.48462,0.15344,0.96853,0.76972,-0.19434,0.44725,-0.28567,-0.478,0.0405,0.650481383,1.211436807,2.278430974,2.414672253
11/1/1988,0.83175,0.39408,0.46038,-0.24578,0.49756,-0.60833,0.35668,-0.39207,0.84646,0.6588,0.2286,-0.235051504,-0.267729685,0.267099241,0.487192742
12/1/1988,0.84603,0.63351,0.26506,0.077914,-0.38733,0.052594,-0.32054,0.091511,-0.90974,-0.5141,-0.7721,-0.856257024,-1.454250389,-1.739127898,-1.692157962
1/1/1989,0.51447,0.44065,0.57908,-0.3293,-0.30812,0.31509,-0.57262,-0.42126,-1.1617,-0.5183,-1.0931,-1.323553218,-2.409707511,-2.990697745,-3.848089525
2/1/1989,0.92554,-0.20866,1.0159,0.25706,0.93173,-0.5318,0.9563,-0.6989,-1.4189,-0.2155,-1.2229,-1.953895393,-3.516022328,-4.704831988,-5.931828129
3/1/1989,0.53786,-0.011444,1.1273,0.084582,-0.73038,0.056797,0.3851,-0.1713,-0.33834,1.1917,0.0671,-1.908129212,-3.21459456,-4.089732975,-4.357907863
4/1/1989,0.68318,-0.20714,0.40072,-0.8996,-0.62875,0.93572,-1.02,-0.18838,-0.45125,1.2021,0.8181,-0.907120823,-1.605231057,-1.656045815,-1.720180137
5/1/1989,0.035277,-1.0299,0.69475,0.83865,1.3499,0.0016963,0.37601,-0.063862,-1.3282,0.9883,0.3124,-0.323390442,-0.057099723,0.583466315,1.217747856
6/1/1989,-1.3596,-0.62819,0.047116,0.54826,1.3975,1.3521,-0.21263,0.49791,-0.31425,1.1086,1.0972,0.103603077,0.787124123,1.486779237,2.614454518
7/1/1989,-0.23166,-1.2596,0.38868,-0.92416,1.311,-0.02208,0.10713,0.80886,-0.76679,1.3989,1.0455,1.023812405,2.522542374,3.776757995,5.303048564
8/1/1989,0.46676,0.052899,-0.40924,1.6854,-0.080765,1.1796,-0.81347,0.91007,-0.2984,1.034,1.4638,0.692924723,1.118354943,2.190207055,3.026942359
9/1/1989,0.48017,-0.82148,0.61543,-0.84964,-1.2724,0.21226,-0.61978,0.24767,-0.50697,2.5151,1.9113,0.255505559,0.543307204,0.782984751,1.460429076
10/1/1989,0.44492,-0.69162,0.3831,-1.0898,-0.10497,0.3849,0.0038912,0.38651,0.44163,2.3436,1.9934,0.503349883,1.048056826,1.499653938,2.082206684
