196401,-0.623555819,0.2065492948,0.359590447,-0.2254817431,0.6652326607,-0.06040685321,0.5023764781,-0.847771859
196402,-0.8522973413,0.2938377725,0.5060637947,0.8035973635,-0.05177145907,0.2694362414,0.111037798,-0.5549099478
196403,-0.2918418594,-0.3641050729,-0.4019152456,0.60114628,-0.3277317033,1.201268607,-0.03558523327,-1.253261421
196404,-1.052926159,0.5498269274,0.3113547793,-0.8679227138,1.23164613,0.01341140847,0.2913550637,0.8561368852
196405,-0.6698954598,0.163581509,0.2504099899,-0.01324990324,0.5800316341,0.4471800077,0.1044098328,-0.7194096298
196406,-0.2436741859,-0.2839091389,-0.3822505157,0.2054208651,-0.1223245168,0.8173867135,-0.007913855914,-0.2693000578
196407,-1.044498339,0.361087979,0.1054567781,-0.0108985936,0.642008775,0.3955516405,0.02291964201,-1.218310274
196408,-0.7288088475,-0.4002799898,0.1796566515,0.7774262641,0.2559379464,1.397670247,0.6469191039,0.05749089239
196409,-0.8431500556,-0.3834245409,-0.2430559361,0.4857255012,0.4203668191,1.031553558,0.6786743678,-0.995381174
196410,1.014210362,-0.8377197162,0.1325211999,1.782334439,-1.863617798,1.227602295,2.000012559,-2.492525604
196411,-2.308267768,0.3158912748,0.03834890726,-1.338563106,2.50721297,1.231764601,-1.399781718,1.720801685
196412,-1.432353424,-0.04716767285,0.350185325,-0.6407631908,1.523432743,-0.02557353827,1.103197127,0.3018856452
196501,-0.9978660662,-0.2280881404,0.2198093162,-0.001199333152,1.231284348,0.9835722416,0.754223518,-0.5924118648
196502,-0.4642951006,-0.4141118667,0.6124056371,0.377492284,0.4178576008,0.9741285293,0.2410902213,-0.6885505644
196503,-1.427388046,-0.3207889946,-0.04253408806,0.03082230701,1.331619149,1.20518571,0.5299598725,-0.4557138268
196504,-0.6882675281,-0.7279222018,-0.1649653416,0.544466313,0.8700450949,1.134907675,0.9010061318,-1.518741723
196505,-0.9477197061,-0.4949267601,0.1285934829,0.3289670925,0.7796649329,1.068598748,0.8051917599,-0.6181276228
196506,-0.5860475488,-0.9059624447,-0.2068090202,0.202772438,0.5970533216,1.694146318,-0.0932379384,1.145618899
196507,-1.164269342,-0.1786151737,1.492658994,0.5364642009,1.306399449,0.8757100958,0.7305584796,-0.693532769
196508,-0.3727357969,-0.565092325,0.02824592759,0.498246655,0.363373197,1.212106263,0.2350830136,-1.089850221
196509,-0.7134867249,-0.3079360824,-0.427656781,-0.03840735057,0.8326593608,1.161640194,-0.2520535932,-1.735211317
196510,-1.176489482,0.2708800245,0.1193120211,-0.2959723978,1.125533259,0.02274651252,0.2885920897,-1.283467384
196511,-0.9453391942,-0.2976480501,0.1685879817,0.1769282509,0.7555927066,0.8128626232,0.9238525422,-1.05596473
196512,-1.444830135,-0.5807027094,-0.312486705,-0.2522792191,0.714181573,1.170305436,0.03057404909,-0.3788260823
196601,-1.134596636,-0.3225816718,0.9281515153,0.3624928517,0.7902611607,1.432169191,0.7201674929,-0.5546260105
196602,-0.9866101672,-1.085615348,-0.9454334145,-0.04799278518,0.6926400787,1.851955506,1.618318191,-1.090751345
196603,-1.609608311,-0.5243353035,1.29138331,0.1000267055,1.37022967,1.283844988,0.8825570267,0.3330195852
196604,-0.6671293381,-0.83824382,-0.4508112719,0.4815935716,0.7568492307,2.134203509,1.009039119,-1.137790256
196605,-0.4149989075,-1.418539365,1.245365612,0.4807327874,0.8962299047,2.352473702,1.704528509,0.9077962491
196606,-0.9388278424,-1.134054736,0.2759039872,0.1733691212,1.729539526,1.806548328,1.276218042,-1.03891597
196607,-0.3646354232,-1.533261962,-0.219160142,-0.1549185678,1.089313057,2.05904082,1.175906239,-1.118882261
196608,-0.1518396117,-1.72814367,0.1674866458,-0.5213440763,0.6695272044,2.364082548,1.218414389,0.5378941161
196609,-0.183121157,-0.7022602003,0.9985063059,-0.9924639433,1.078684004,2.092667513,0.1491420844,0.04373712654
196610,-0.1324114746,-0.7351085846,0.5990294353,-1.155122171,2.299316706,2.147451858,1.822990714,-0.08419190242
196611,0.6570918461,-1.123606447,0.4801072937,0.4742145267,1.075339955,2.998209431,0.5152231525,-2.83705122
196612,0.5709142607,-0.511952852,0.4674934466,-0.1981619275,1.827979522,1.727024318,1.321916281,-0.775724929
196701,0.2915161913,-0.04167390104,0.2215741802,-0.06760439731,1.932806549,1.938074784,0.6472752176,-1.185237019
196702,1.315762801,-0.5987804975,-0.3445685371,0.392153343,0.2453513832,1.370379029,0.4963511243,-1.97197792
196703,0.8668278772,0.06387554157,0.3821490763,-0.0938828599,0.9190224301,1.380301499,0.3716578715,-1.437563082
196704,0.5090503557,0.5373371818,-0.1998027401,-1.387482008,1.142677182,0.1677083374,1.318576882,0.03555932896
196705,0.7202544977,-0.0806566314,-0.1423062372,0.2616956039,-0.3222754275,1.406534122,-0.3638479545,-1.915105495
196706,0.1817870066,-0.02815266038,-0.567672603,-0.8443500249,0.08195139719,0.1993495872,0.6727762156,-0.9766060596
196707,0.2124278645,0.02201821231,0.3618163605,-0.1422804196,-1.120753842,1.867461514,-0.1717178126,-1.33881562
196708,-1.126856698,0.7094491167,-0.0577118315,-1.335918972,0.9691097827,0.7115484381,0.1260621015,0.2495759849
196709,0.1635147326,0.2781569239,0.1661933339,0.1676416517,-0.6481275401,0.8712502976,1.009265214,-1.119309149
196710,-0.172870773,0.2579634587,0.1308830774,-0.6177424892,-0.534777355,1.331980025,0.4475921921,0.5656694202
