"Date","y0.25","y0.5","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15"
19980831,4.77,4.8,5.0553,4.99,4.9587,4.9537,4.9683,4.9972,5.0359,5.0809,5.1294,5.1789,5.2279,5.2749,5.3189,5.3591,5.3951
19980930,4.26,4.33,4.5112,4.3723,4.3033,4.2868,4.3092,4.3595,4.429,4.5108,4.5995,4.691,4.7821,4.8703,4.9539,5.0317,5.1027
19981030,4.23,4.21,4.3968,4.3038,4.2806,4.3088,4.3734,4.4627,4.5673,4.6801,4.7955,4.9091,5.0178,5.1194,5.2122,5.2953,5.3679
19981130,4.42,4.46,4.6239,4.5877,4.5813,4.5982,4.6328,4.6806,4.7377,4.8008,4.8674,4.9351,5.0023,5.0675,5.1295,5.1876,5.241
19981231,4.37,4.39,4.6041,4.5829,4.59,4.619,4.6643,4.7215,4.7867,4.8567,4.929,5.0014,5.0723,5.1402,5.2041,5.2633,5.317
19990129,4.37,4.31,4.6315,4.6061,4.577,4.5738,4.6013,4.6546,4.726,4.8082,4.895,4.9817,5.0649,5.1423,5.2123,5.2741,5.3273
19990226,4.55,4.53,4.9889,5.1211,5.1808,5.2203,5.2616,5.3119,5.3712,5.4368,5.5053,5.5735,5.6387,5.6989,5.7527,5.7991,5.8378
19990331,4.37,4.36,4.842,4.9903,5.0726,5.137,5.203,5.2765,5.3569,5.4414,5.5266,5.6093,5.6872,5.7583,5.8216,5.8761,5.9217
19990430,4.43,4.48,4.8948,5.0584,5.135,5.1885,5.2444,5.3102,5.3855,5.4668,5.55,5.6317,5.709,5.7799,5.8428,5.8971,5.9423
19990527,4.52,4.64,5.1204,5.3946,5.5286,5.6024,5.6551,5.7043,5.7559,5.8108,5.8676,5.9241,5.9781,6.0278,6.0718,6.1092,6.1395
19990630,4.65,4.84,5.2409,5.4798,5.5796,5.646,5.7133,5.7882,5.8683,5.9489,6.0259,6.0964,6.1583,6.2108,6.2533,6.286,6.3093
19990730,4.62,4.66,5.3071,5.5817,5.7232,5.8115,5.8824,5.9496,6.0171,6.0842,6.1491,6.2097,6.2641,6.3113,6.3503,6.3808,6.4028
19990831,4.84,5,5.4874,5.7037,5.7992,5.871,5.9455,6.0253,6.1064,6.1845,6.2563,6.3196,6.3734,6.4173,6.4515,6.4764,6.4926
19990930,4.74,4.79,5.3833,5.5911,5.687,5.7613,5.8407,5.9283,6.0199,6.1103,6.1952,6.2716,6.3379,6.3932,6.4373,6.4705,6.4932
19991029,4.97,5.06,5.5557,5.762,5.8396,5.8949,5.9579,6.0318,6.1115,6.1915,6.2672,6.3354,6.3945,6.4435,6.4823,6.511,6.5302
19991130,5.15,5.33,5.7817,5.9437,5.9925,6.0285,6.0796,6.147,6.2245,6.3049,6.3824,6.453,6.5143,6.5649,6.6043,6.6327,6.6503
19991231,5.17,5.49,6.0173,6.1832,6.2263,6.2803,6.3535,6.4346,6.5141,6.5865,6.6491,6.7009,6.7419,6.7727,6.794,6.8067,6.8117
20000131,5.53,5.66,6.2935,6.5458,6.6041,6.6172,6.6264,6.6391,6.6539,6.6681,6.6793,6.6866,6.6892,6.6872,6.6808,6.6703,6.6561
20000229,5.62,5.77,6.2781,6.4544,6.5063,6.5328,6.5507,6.5611,6.5635,6.5582,6.5459,6.528,6.5056,6.4798,6.4516,6.4218,6.3911
20000331,5.72,5.89,6.343,6.4095,6.3517,6.2842,6.235,6.205,6.1885,6.18,6.175,6.1707,6.1655,6.1584,6.1488,6.1368,6.1222
20000428,5.66,5.86,6.4864,6.5841,6.5383,6.481,6.4363,6.4033,6.3775,6.3553,6.3347,6.3144,6.2939,6.2731,6.2519,6.2305,6.209
20000531,5.48,6.07,6.675,6.6502,6.5505,6.4958,6.4675,6.4498,6.4356,6.4216,6.4067,6.3907,6.3736,6.3557,6.3371,6.3181,6.2991
20000630,5.71,5.96,6.4065,6.343,6.2356,6.175,6.1511,6.147,6.1519,6.1598,6.1676,6.1737,6.1774,6.1784,6.1767,6.1725,6.166
20000731,6.03,6.09,6.3775,6.2787,6.1882,6.1372,6.113,6.1028,6.0986,6.0961,6.0932,6.089,6.0829,6.075,6.0654,6.0543,6.0419
20000831,6.13,6.1,6.273,6.114,5.9971,5.9322,5.9017,5.8902,5.8881,5.89,5.8927,5.8947,5.8953,5.894,5.8908,5.8857,5.8788
20000929,6.05,6.01,6.1877,5.941,5.8134,5.7768,5.7895,5.825,5.8687,5.913,5.9541,5.99,6.0202,6.0443,6.0626,6.0754,6.083
20001031,6.19,6.08,6.2142,5.9078,5.7752,5.7396,5.7465,5.7707,5.8007,5.8312,5.8596,5.8846,5.9059,5.9232,5.9367,5.9466,5.9531
20001130,6.03,5.91,5.9433,5.6234,5.4705,5.4121,5.4064,5.4293,5.4662,5.509,5.5525,5.5939,5.6316,5.6648,5.693,5.7162,5.7345
20001229,5.73,5.47,5.4462,5.1458,5.0326,5.0145,5.0442,5.0966,5.1585,5.2225,5.2846,5.3428,5.3957,5.443,5.4845,5.5203,5.5506
20010131,4.86,4.65,4.7343,4.6696,4.73,4.8278,4.9338,5.0375,5.1348,5.224,5.3046,5.3767,5.4407,5.497,5.546,5.5884,5.6245
20010228,4.73,4.53,4.5423,4.4646,4.5256,4.6278,4.7398,4.8499,4.9537,5.0494,5.1364,5.2147,5.2846,5.3466,5.4011,5.4485,5.4895
20010330,4.2,3.96,4.1704,4.2154,4.3534,4.5104,4.665,4.81,4.9431,5.0639,5.1724,5.2693,5.3553,5.431,5.4973,5.5548,5.6043
20010430,3.86,3.84,4.0686,4.3358,4.5805,4.7926,4.9783,5.1417,5.2856,5.412,5.5227,5.6192,5.703,5.7752,5.8369,5.8892,5.9328
20010531,3.55,3.48,3.8272,4.2676,4.5827,4.8287,5.033,5.2067,5.3559,5.4842,5.5946,5.6892,5.7699,5.8381,5.8952,5.9425,5.9809
20010629,3.57,3.52,3.8849,4.295,4.601,4.8446,5.0478,5.2202,5.3675,5.4932,5.6003,5.691,5.7672,5.8306,5.8827,5.9246,5.9576
20010731,3.46,3.36,3.4896,3.8251,4.1442,4.4044,4.621,4.8054,4.9642,5.1014,5.2202,5.3227,5.4109,5.4863,5.5503,5.6041,5.6487
20010831,3.3,3.21,3.3227,3.6758,3.9989,4.2599,4.4777,4.6636,4.824,4.9629,5.0832,5.1872,5.2767,5.3532,5.4182,5.4728,5.5181
20010928,2.35,2.3,2.4861,2.9036,3.3337,3.7026,4.0155,4.2839,4.5161,4.7179,4.8933,5.0456,5.1775,5.2911,5.3883,5.4708,5.5401
20011031,2.01,1.9,2.0202,2.4903,2.9663,3.3589,3.6829,3.9554,4.1874,4.3861,4.5566,4.7026,4.8272,4.9329,5.0218,5.0958,5.1565
20011130,1.75,1.75,2.079,2.8536,3.4417,3.8789,4.2231,4.5048,4.74,4.9382,5.1057,5.2472,5.3661,5.4654,5.5475,5.6145,5.6681
20011231,1.71,1.79,2.0841,3.0627,3.7433,4.2103,4.5575,4.8304,5.0517,5.2339,5.385,5.5106,5.6147,5.7004,5.7703,5.8266,5.871
20020131,1.73,1.85,2.2689,3.1381,3.7572,4.1942,4.5244,4.7862,4.9995,5.1755,5.3217,5.4431,5.5436,5.6261,5.6931,5.7467,5.7885
20020228,1.76,1.83,2.19,3.0313,3.6158,4.0377,4.3668,4.6349,4.858,5.0456,5.2038,5.3371,5.4488,5.5419,5.6186,5.681,5.7307
20020328,1.76,2.06,2.7535,3.69,4.2862,4.6948,4.9986,5.2368,5.4291,5.5869,5.7171,5.8248,5.9135,5.986,6.0447,6.0914,6.1278
20020430,1.74,1.87,2.298,3.234,3.8567,4.2803,4.5956,4.8445,5.0475,5.2159,5.3568,5.475,5.574,5.6567,5.7253,5.7815,5.827
20020531,1.71,1.86,2.3312,3.1684,3.7146,4.1143,4.4334,4.6988,4.9238,5.1161,5.2809,5.4222,5.5428,5.6452,5.7315,5.8035,5.8628
20020628,1.67,1.71,2.058,2.8456,3.4232,3.8502,4.1888,4.4694,4.7076,4.9123,5.0892,5.2423,5.3747,5.4889,5.587,5.6706,5.7414
20020731,1.68,1.66,1.7066,2.2241,2.7731,3.2384,3.63,3.9645,4.2534,4.5044,4.7229,4.9128,5.0776,5.2198,5.3419,5.4459,5.5336
20020830,1.66,1.63,1.7241,2.1109,2.5421,2.9406,3.2983,3.6169,3.8994,4.1486,4.3675,4.5588,4.725,4.8683,4.9909,5.0947,5.1814
20020930,1.54,1.48,1.4887,1.7048,2.0457,2.4089,2.7597,3.0861,3.3843,3.6537,3.8951,4.1101,4.3002,4.4672,4.6129,4.739,4.8471
20021031,1.42,1.4,1.3795,1.6908,2.1106,2.5311,2.9252,3.2857,3.6116,3.9038,4.1642,4.395,4.5982,4.776,4.9305,5.0637,5.1774
20021129,1.2,1.27,1.53,2.0892,2.5797,3.0049,3.3777,3.7061,3.9955,4.2502,4.4735,4.6685,4.838,4.9843,5.1096,5.216,5.3052
20021231,1.2,1.21,1.2389,1.5945,2.035,2.4584,2.8458,3.195,3.5075,3.7855,4.0317,4.2487,4.4388,4.6043,4.7475,4.8701,4.9742
20030131,1.16,1.17,1.2788,1.7249,2.224,2.6716,3.0605,3.3988,3.6944,3.9531,4.1798,4.3781,4.551,4.7011,4.8307,4.9418,5.0361
20030228,1.18,1.17,1.2199,1.5273,1.9454,2.3573,2.7337,3.0705,3.3699,3.6355,3.8707,4.0785,4.2616,4.4222,4.5624,4.6841,4.7888
20030331,1.12,1.11,1.1654,1.5392,2.0058,2.446,2.8389,3.1862,3.4929,3.7642,4.004,4.2158,4.4023,4.566,4.709,4.8332,4.9403
20030430,1.11,1.12,1.1634,1.5326,2.0186,2.4799,2.8853,3.2352,3.5369,3.7982,4.0253,4.2231,4.3955,4.5457,4.6761,4.7889,4.886
20030530,1.09,1.07,1.1338,1.3252,1.6363,1.9831,2.3267,2.6502,2.9469,3.2153,3.4559,3.6702,3.8602,4.0277,4.1746,4.3026,4.4134
20030630,0.89,0.96,1.0331,1.3274,1.7167,2.1134,2.4851,2.8219,3.1229,3.3906,3.628,3.8383,4.0243,4.1886,4.3332,4.4601,4.571
20030731,0.94,1,1.2617,1.8192,2.3984,2.9184,3.3703,3.7612,4.0998,4.3935,4.6482,4.8687,5.059,5.2223,5.3615,5.4791,5.5774
20030829,0.96,1.03,1.3016,1.9445,2.5518,3.0585,3.479,3.8329,4.1345,4.3937,4.6171,4.8099,4.976,5.1185,5.2401,5.343,5.4293
20030930,0.93,0.99,1.08,1.4792,1.9762,2.4441,2.859,3.2225,3.5408,3.82,4.065,4.2798,4.4678,4.6316,4.7738,4.8965,5.0014
20031031,0.94,1.02,1.275,1.8494,2.4032,2.879,3.2854,3.6356,3.9397,4.205,4.4366,4.6386,4.8142,4.9663,5.0973,5.2091,5.3039
20031128,0.91,1.02,1.4354,2.0537,2.5786,3.0151,3.3866,3.7084,3.9898,4.2368,4.4538,4.6442,4.8108,4.956,5.0818,5.1902,5.2827
20031231,0.93,1,1.2427,1.825,2.3796,2.8496,3.2465,3.5862,3.88,4.1359,4.3593,4.5544,4.7245,4.8724,5.0002,5.1101,5.2038
20040130,0.9,0.99,1.2652,1.8317,2.361,2.8078,3.186,3.5109,3.7929,4.0394,4.2553,4.4445,4.61,4.7542,4.8794,4.9875,5.08
20040227,0.94,0.99,1.1586,1.6451,2.1693,2.6262,3.0125,3.3413,3.6245,3.8707,4.0859,4.2745,4.4399,4.5849,4.7115,4.8217,4.9171
20040331,0.93,0.99,1.161,1.576,2.0283,2.4448,2.8163,3.1463,3.4394,3.6997,3.9306,4.135,4.3153,4.4738,4.6124,4.7329,4.8369
20040430,0.96,1.14,1.6193,2.3449,2.8898,3.315,3.6658,3.9649,4.2239,4.4499,4.6477,4.8209,4.9722,5.1039,5.2182,5.3166,5.4008
20040528,1.06,1.36,1.8555,2.5613,3.0873,3.5014,3.8433,4.1334,4.3833,4.5999,4.7882,4.9517,5.0935,5.2158,5.3208,5.4102,5.4856
20040630,1.31,1.64,2.0742,2.7075,3.1654,3.5307,3.8393,4.1064,4.3401,4.5452,4.7254,4.8834,5.0217,5.1421,5.2465,5.3362,5.4128
20040730,1.42,1.72,2.0969,2.6838,3.1074,3.4496,3.7418,3.9971,4.2223,4.4217,4.5982,4.7544,4.8922,5.0134,5.1195,5.2119,5.2918
20040831,1.57,1.75,1.9759,2.3932,2.7498,3.0635,3.3444,3.5983,3.8287,4.0377,4.2267,4.3968,4.549,4.6842,4.8034,4.9074,4.9973
20040930,1.68,1.95,2.2276,2.6039,2.903,3.164,3.4031,3.6262,3.8346,4.0279,4.2058,4.3677,4.5138,4.644,4.759,4.8594,4.9459
20041029,1.87,2.08,2.2518,2.5453,2.8177,3.0735,3.3138,3.5386,3.7475,3.94,4.1161,4.2757,4.4191,4.5468,4.6595,4.7579,4.8427
20041130,2.2,2.38,2.6631,3.0298,3.2907,3.5099,3.7119,3.9041,4.0873,4.2599,4.4204,4.5674,4.7001,4.8183,4.9221,5.012,5.0884
20041231,2.18,2.52,2.7691,3.0653,3.2722,3.4518,3.6247,3.795,3.9611,4.1202,4.2694,4.407,4.5318,4.6432,4.7412,4.8261,4.8984
20050131,2.48,2.72,2.9727,3.2573,3.4251,3.5557,3.6788,3.8022,3.9259,4.0473,4.1633,4.2716,4.3706,4.4594,4.5375,4.6049,4.6617
20050228,2.72,2.93,3.254,3.5845,3.7567,3.8734,3.9757,4.077,4.1797,4.2817,4.3804,4.4732,4.5583,4.6343,4.7007,4.7573,4.804
20050331,2.73,3.04,3.4287,3.7855,3.9514,4.0541,4.1429,4.2334,4.3275,4.4227,4.5156,4.6031,4.683,4.7541,4.8154,4.8669,4.9084
20050429,2.84,3.08,3.3855,3.6232,3.725,3.7923,3.8608,3.9392,4.026,4.1169,4.2076,4.2946,4.3755,4.4487,4.5132,4.5687,4.6152
20050531,2.93,3.09,3.3845,3.5692,3.6303,3.6672,3.7129,3.7738,3.8468,3.9268,4.0087,4.0887,4.1639,4.2327,4.2939,4.347,4.3919
20050630,3.06,3.24,3.5033,3.6194,3.6445,3.6589,3.6879,3.7349,3.7957,3.8645,3.9363,4.0069,4.0737,4.1347,4.1888,4.2355,4.2745
20050729,3.34,3.57,3.8567,4.0108,4.0508,4.0645,4.0842,4.1179,4.1644,4.2192,4.2777,4.3361,4.3916,4.4422,4.4865,4.5239,4.554
20050831,3.44,3.62,3.7522,3.8071,3.8086,3.8094,3.8261,3.8605,3.9083,3.9646,4.0246,4.0844,4.1413,4.1935,4.2397,4.2793,4.3119
20050930,3.47,3.8,4.1353,4.1302,4.1174,4.1411,4.1823,4.2299,4.2788,4.3266,4.3721,4.4146,4.454,4.4901,4.523,4.5527,4.5795
20051031,3.89,4.12,4.3269,4.4013,4.4003,4.3957,4.4083,4.4397,4.4846,4.5373,4.5925,4.6465,4.6967,4.7414,4.7796,4.8109,4.8352
20051130,3.86,4.16,4.3798,4.3993,4.3699,4.3517,4.359,4.3896,4.4363,4.492,4.5507,4.6083,4.6619,4.7096,4.7503,4.7837,4.8096
20051230,3.99,4.22,4.4007,4.3815,4.3389,4.3066,4.2946,4.3026,4.3262,4.3604,4.4004,4.4422,4.483,4.5206,4.5537,4.5813,4.603
20060131,4.37,4.43,4.5557,4.4998,4.4596,4.4391,4.4372,4.4505,4.4751,4.507,4.543,4.5803,4.6167,4.6506,4.6807,4.7063,4.727
20060228,4.51,4.57,4.69,4.6588,4.6165,4.5807,4.5577,4.5484,4.5508,4.562,4.5791,4.5994,4.6206,4.6409,4.659,4.6738,4.6849
20060331,4.52,4.64,4.8263,4.8103,4.7813,4.7624,4.7603,4.7745,4.8014,4.8368,4.8765,4.9172,4.9562,4.9917,5.0222,5.047,5.0656
20060428,4.65,4.73,4.8822,4.8381,4.8209,4.8283,4.8554,4.8968,4.9474,5.0027,5.0591,5.1138,5.1648,5.2105,5.25,5.2827,5.3084
20060531,4.74,4.89,5.0399,5.0028,4.9668,4.9502,4.9563,4.9818,5.0213,5.0692,5.1206,5.1718,5.22,5.2631,5.2999,5.3295,5.3517
20060630,4.87,5.04,5.2101,5.1304,5.0576,5.0167,5.0076,5.0223,5.0523,5.0903,5.131,5.1707,5.207,5.2384,5.2643,5.2841,5.298
20060731,4.97,4.98,5.0645,4.9342,4.8593,4.827,4.8258,4.8462,4.8803,4.9221,4.9671,5.0117,5.0536,5.091,5.1229,5.1485,5.1675
20060831,4.92,4.92,4.9509,4.7425,4.6434,4.6089,4.6118,4.6355,4.6697,4.7084,4.7477,4.7853,4.8199,4.8507,4.8774,4.9,4.9184
20060929,4.77,4.83,4.8775,4.6603,4.552,4.5101,4.5077,4.5282,4.5609,4.5991,4.6385,4.6766,4.7119,4.7433,4.7705,4.7933,4.8117
20061031,4.95,4.93,4.8797,4.6572,4.5426,4.4947,4.4872,4.5034,4.5327,4.5683,4.6057,4.6423,4.6765,4.7071,4.7338,4.7563,4.7745
20061130,4.9,4.91,4.8173,4.5687,4.4336,4.3708,4.3532,4.363,4.3887,4.4226,4.4596,4.4965,4.5314,4.5629,4.5904,4.6135,4.6321
20061229,4.89,4.9,4.953,4.7738,4.6687,4.6164,4.6006,4.6094,4.634,4.6676,4.7056,4.7444,4.7816,4.8155,4.8448,4.869,4.8876
20070131,4.99,4.96,5.0035,4.8697,4.7881,4.7453,4.7307,4.736,4.7547,4.782,4.8139,4.8476,4.881,4.9124,4.9407,4.9651,4.9851
20070228,5.01,4.91,4.8384,4.6016,4.4811,4.4327,4.4281,4.4491,4.484,4.5253,4.5682,4.6097,4.6481,4.6822,4.7115,4.7358,4.755
20070330,4.9,4.86,4.8309,4.5896,4.4797,4.4481,4.4619,4.5009,4.5524,4.6086,4.6648,4.718,4.7667,4.8098,4.8471,4.8783,4.9037
20070430,4.79,4.83,4.8408,4.575,4.4561,4.4212,4.4333,4.4707,4.5204,4.5744,4.6283,4.6793,4.7258,4.7671,4.8029,4.8331,4.8578
20070531,4.6,4.76,4.9679,4.8813,4.8154,4.7781,4.768,4.7797,4.807,4.8441,4.8861,4.9292,4.9705,5.0081,5.0405,5.067,5.087
20070629,4.68,4.74,4.9173,4.8475,4.8202,4.8233,4.8474,4.8848,4.9296,4.9775,5.0251,5.0699,5.1103,5.1451,5.1736,5.1955,5.2105
20070731,4.82,4.79,4.7404,4.5331,4.4761,4.4933,4.5452,4.611,4.6795,4.745,4.8046,4.8569,4.9014,4.9382,4.9676,4.9901,5.0063
20070831,3.91,4.06,4.2885,4.151,4.1143,4.1426,4.2101,4.2986,4.3955,4.4922,4.5832,4.6652,4.7365,4.7964,4.8448,4.8822,4.9096
20070928,3.72,3.94,4.0275,3.9578,3.9834,4.065,4.1752,4.2961,4.416,4.5278,4.6274,4.713,4.7841,4.8413,4.8853,4.9177,4.9396
20071031,3.84,3.94,4.0285,3.9101,3.9112,3.9806,4.0846,4.2016,4.3181,4.4263,4.5223,4.6042,4.672,4.7264,4.7687,4.8003,4.8227
20071130,3.08,3.26,3.1942,3.0362,3.0841,3.2343,3.4252,3.6215,3.8045,3.9655,4.1016,4.2134,4.303,4.3733,4.4273,4.4679,4.4976
20071231,3.29,3.37,3.2102,3.0303,3.0733,3.2294,3.4322,3.6432,3.8412,4.0162,4.1644,4.2859,4.3827,4.4578,4.5143,4.5554,4.5838
20080131,1.92,2.02,2.1363,2.1475,2.3194,2.5666,2.8393,3.1092,3.3612,3.5881,3.7872,3.9585,4.1032,4.2234,4.3216,4.4,4.4609
20080229,1.81,1.78,1.6168,1.6214,1.8822,2.2242,2.5738,2.9017,3.1974,3.4588,3.6868,3.8837,4.0521,4.1948,4.3142,4.4127,4.4923
20080331,1.36,1.48,1.4636,1.6041,1.8392,2.1278,2.4402,2.7553,3.0588,3.3414,3.5974,3.8236,4.019,4.1839,4.3194,4.4274,4.51
20080430,1.41,1.6,1.9032,2.21,2.5067,2.7891,3.0541,3.2998,3.5249,3.7291,3.9121,4.0743,4.2164,4.3392,4.4436,4.5308,4.6017
20080530,1.85,1.96,2.2514,2.6018,2.9188,3.2045,3.461,3.6905,3.8949,4.0759,4.2352,4.3746,4.4955,4.5994,4.6876,4.7613,4.8219
20080630,1.87,2.12,2.2955,2.597,2.8781,3.138,3.3763,3.5931,3.7888,3.9638,4.119,4.2552,4.3734,4.4746,4.5599,4.6302,4.6868
20080731,1.65,1.84,2.1903,2.4724,2.7498,3.0168,3.2694,3.505,3.7215,3.9181,4.0943,4.2501,4.386,4.5027,4.601,4.682,4.7467
20080829,1.69,1.92,2.1327,2.3386,2.5768,2.8286,3.0806,3.3233,3.5504,3.7579,3.9437,4.1067,4.247,4.3653,4.4627,4.5406,4.6007
20080930,0.9,1.57,1.7961,1.988,2.2865,2.629,2.9759,3.303,3.5969,3.8515,4.0652,4.2394,4.3768,4.4815,4.5574,4.6088,4.6395
20081031,0.44,0.92,1.3325,1.4104,1.7918,2.3117,2.8675,3.398,3.8702,4.2686,4.5895,4.8355,5.0132,5.1309,5.1974,5.2213,5.2106
20081128,0.01,0.43,0.7711,0.778,1.0588,1.472,1.9281,2.373,2.7763,3.1234,3.4093,3.6351,3.8053,3.9261,4.0044,4.0469,4.0601
20081231,0.11,0.27,0.385,0.5713,0.8642,1.2057,1.5568,1.8928,2.1988,2.4668,2.6936,2.8791,3.0252,3.1351,3.2125,3.2614,3.2857
20090130,0.24,0.35,0.5447,0.8164,1.1806,1.5855,1.9961,2.3891,2.7499,3.0704,3.3469,3.5787,3.7672,3.9152,4.0261,4.1038,4.1521
20090227,0.26,0.44,0.7238,0.9618,1.3135,1.7159,2.1273,2.5209,2.8806,3.198,3.4695,3.6952,3.8771,4.0187,4.124,4.1974,4.2432
20090331,0.21,0.42,0.5716,0.7751,1.0661,1.3998,1.7454,2.0824,2.3977,2.6836,2.9364,3.1547,3.3393,3.4919,3.615,3.7113,3.7838
20090430,0.14,0.28,0.5169,0.9121,1.3237,1.7324,2.1247,2.4916,2.8274,3.129,3.3954,3.6265,3.8236,3.9885,4.1234,4.2307,4.3129
20090529,0.14,0.29,0.4912,0.9107,1.3924,1.8842,2.3541,2.7837,3.1639,3.4918,3.7683,3.9965,4.1809,4.3265,4.4385,4.5218,4.5808
20090630,0.19,0.35,0.5577,1.0906,1.624,2.1257,2.5784,2.9746,3.3132,3.5968,3.83,4.0184,4.168,4.2843,4.3727,4.4379,4.4841
20090731,0.18,0.25,0.5462,1.1102,1.6408,2.1253,2.5577,2.9363,3.2624,3.5392,3.7706,3.9615,4.1164,4.2399,4.3364,4.4098,4.4638
20090831,0.15,0.24,0.4501,0.9684,1.4905,1.9836,2.43,2.8217,3.1574,3.4391,3.6713,3.8593,4.0088,4.1254,4.2142,4.28,4.3269
20090930,0.14,0.18,0.4204,0.9265,1.4327,1.9088,2.3387,2.7157,3.0385,3.3096,3.5334,3.715,3.8599,3.9736,4.0609,4.1263,4.1737
20091030,0.05,0.16,0.3891,0.9053,1.4207,1.9066,2.3477,2.7371,3.0735,3.3591,3.5979,3.7947,3.9547,4.083,4.1845,4.2634,4.3236
20091130,0.06,0.15,0.2747,0.6443,1.1007,1.5742,2.0255,2.4344,2.7927,3.0994,3.3572,3.5711,3.7466,3.8893,4.0046,4.0972,4.1712
20091231,0.06,0.2,0.5461,1.1416,1.7052,2.2213,2.6824,3.0863,3.4343,3.7299,3.9776,4.1824,4.3497,4.4843,4.5909,4.6738,4.7368
20100129,0.08,0.15,0.3272,0.82,1.3629,1.8948,2.3833,2.8141,3.1831,3.4927,3.7481,3.9561,4.1236,4.2571,4.3627,4.4455,4.5099
20100226,0.13,0.19,0.3479,0.8023,1.325,1.8493,2.3383,2.7745,3.1518,3.4708,3.7359,3.9532,4.1292,4.2704,4.3827,4.4712,4.5405
20100331,0.16,0.24,0.4409,0.9996,1.578,2.1203,2.6032,3.0203,3.3739,3.6699,3.9157,4.1186,4.2851,4.4211,4.5318,4.6213,4.6932
20100430,0.16,0.24,0.4595,0.9489,1.4901,2.0092,2.4749,2.8777,3.2186,3.5033,3.7391,3.9333,4.0926,4.2228,4.3289,4.415,4.4846
20100528,0.16,0.22,0.4127,0.7839,1.2604,1.7409,2.1819,2.5682,2.8984,3.1767,3.4094,3.6032,3.764,3.8971,4.0069,4.0972,4.1711
20100630,0.18,0.22,0.3474,0.6085,1.0034,1.4293,1.8368,2.205,2.5274,2.8048,3.0407,3.24,3.4075,3.5478,3.6647,3.7617,3.8417
20100730,0.15,0.2,0.318,0.5048,0.8423,1.2411,1.648,2.0332,2.3817,2.6877,2.9508,3.1736,3.3602,3.5151,3.643,3.7482,3.8344
20100831,0.14,0.19,0.2973,0.4487,0.7211,1.0444,1.3768,1.6943,1.9848,2.2431,2.4687,2.663,2.829,2.97,3.0893,3.1902,3.2756
20100930,0.16,0.19,0.278,0.3917,0.6503,0.9771,1.3243,1.6635,1.9793,2.264,2.5154,2.7339,2.9219,3.0825,3.2189,3.3344,3.4321
20101029,0.12,0.17,0.2423,0.2932,0.5304,0.864,1.236,1.6109,1.9678,2.2955,2.5894,2.8482,3.0736,3.2679,3.4345,3.5767,3.6978
20101130,0.17,0.21,0.2991,0.4523,0.7476,1.1077,1.4857,1.8542,2.1983,2.511,2.7899,3.0356,3.25,3.4359,3.5963,3.7343,3.8526
20101231,0.12,0.19,0.3033,0.5956,1.0605,1.5529,2.0129,2.4201,2.7719,3.0724,3.3279,3.5448,3.7289,3.8852,4.0179,4.1302,4.2252
20110131,0.15,0.17,0.2831,0.5544,0.9969,1.4862,1.9616,2.3962,2.7809,3.1154,3.4031,3.6494,3.8593,4.0381,4.1901,4.3193,4.4287
20110228,0.15,0.18,0.2846,0.6618,1.1721,1.6821,2.1436,2.5445,2.8872,3.1787,3.4268,3.6385,3.8198,3.9754,4.1092,4.2244,4.3235
20110331,0.09,0.17,0.332,0.7771,1.3029,1.8066,2.2544,2.6408,2.9707,3.252,3.4921,3.6977,3.8743,4.0264,4.1574,4.2702,4.3673
20110429,0.04,0.11,0.2402,0.5807,1.0406,1.5228,1.9799,2.3918,2.7524,3.063,3.3279,3.5526,3.7426,3.9032,4.0387,4.1532,4.2499
20110531,0.06,0.12,0.2054,0.4419,0.8166,1.2432,1.6716,2.0741,2.4375,2.7573,3.0338,3.27,3.4703,3.6393,3.7816,3.9013,4.0022
20110630,0.03,0.1,0.2215,0.481,0.8699,1.3096,1.7521,2.1704,2.5506,2.8872,3.1796,3.4302,3.6429,3.8222,3.9724,4.0979,4.2027
20110729,0.1,0.16,0.2606,0.3378,0.5963,0.9487,1.3384,1.7299,2.1021,2.4436,2.749,3.0174,3.25,3.4494,3.619,3.7622,3.8825
20110831,0.02,0.05,0.1314,0.1896,0.3866,0.6606,0.9702,1.2882,1.5976,1.8882,2.1548,2.3951,2.609,2.7975,2.9625,3.1061,3.2307
20110930,0.02,0.06,0.1739,0.2853,0.4734,0.7037,0.9519,1.2019,1.443,1.6685,1.875,2.0606,2.2253,2.3696,2.4947,2.6022,2.6937
20111031,0.01,0.06,0.1628,0.2454,0.4511,0.7216,1.0185,1.3168,1.6013,1.8634,2.0988,2.3063,2.4865,2.641,2.772,2.8822,2.974
20111130,0.01,0.06,0.1573,0.2476,0.447,0.7041,0.9846,1.2663,1.5354,1.784,2.008,2.2063,2.3791,2.528,2.6549,2.762,2.8518
20111230,0.02,0.06,0.1493,0.2425,0.4165,0.6365,0.8778,1.1237,1.363,1.5886,1.7963,1.9843,2.1518,2.2994,2.4279,2.5388,2.6337
20120131,0.06,0.08,0.1551,0.1883,0.3205,0.5145,0.7432,0.9872,1.2327,1.4706,1.6946,1.9013,2.0886,2.2561,2.4039,2.5327,2.6439
20120229,0.08,0.13,0.2128,0.2954,0.4576,0.6686,0.9056,1.1525,1.3977,1.6333,1.8544,2.0579,2.2424,2.4072,2.5529,2.6801,2.79
